invoiceKey,import,partNumberFinal,notes,companyType,companyInvoiceCount,companyActivityCount,companyDominantPartNumber,companyDominantShare,companyCadenceShare,companyAmountTrend,recommendedAction,confidence,matchMode,source,sourceId,invoiceNumber,organization,issueDate,currency,amountContract,amountLocal,milestone,proposedPartNumber,partNumberTemplate,partNumberValues,catalogStatus,partNumberCandidates,trackerRow,trackerExpectedDate,dateGapDays,proposedContractRef,invoiceServiceText,lineMatches,reason
accounting:BT.R.BIT 971,no,PHISH-P-L-YY-F-400-12,,SMALL,3,3,RED-NIS-C-PEN-100,0.333,0.000,MIXED/UNKNOWN,REVIEW,LOW,SCORED,ron,cms689riw02m2rt35llgpiret,BT.R.BIT 971,APAVITAL SA,2025-11-19,RON,5999.72,30514.00,,PHISH-P-L-YY-F-400-12,PHISH-P-L-YY-F-<limit1>-<limit2>,"{""limit1"":""400"",""limit2"":""12""}",UNIQUE,PHISH-P-L-YY-F-<400>-<12>,989,2025-11-19,0,Comanda nr. 1 din 4.11.2025,"Servicii de testare a gradului de constientizare in domeniul | securit. infor. conf. cerinte NIS2- 4campanii testare/an (1 campanie/trimestru)+instruire online pentru comportament la malware, ransomware, inginerie sociala si alte tehnici de",,"SCORED; date:0d, amount:0.0%; company=SMALL; dominant=RED-NIS-C-PEN-100 (33%)"
accounting:BT.BIT 590,no,RED-PEN-B-I-B-50,,SMALL,2,2,RED-PEN-B-I-B-50,0.500,0.000,MIXED/UNKNOWN,REVIEW,LOW,SCORED,ron,cms689oed01fhrt35fe0x0x5u,BT.BIT 590,AQUILA PART PROD COM S.A.,2024-01-16,RON,8910.00,44337.05,avans,RED-PEN-B-I-B-50,RED-PEN-B-I-B-<limit>,"{""limit"":""50""}",UNIQUE,RED-PEN-B-I-B-50 | RED-PEN-B-E-B-25,930,2024-01-17,1,contract cadru cu diverse servicii de securitate,SERVICII CONFORM CONTRACT CADRU Nr. 279/09.01.2024 | Avans 8.910 euro+TVA la cursul BNR | SERVICII CONFORM CONTRACT CADRU Nr. 279/09.01.2024 | Avans 8.910 euro+TVA la cursul BNR,,"SCORED; date:1d, milestone:avans; company=SMALL; dominant=RED-PEN-B-I-B-50 (50%)"
accounting:BT.BIT 599,no,RED-PEN-B-I-B-50,,SMALL,2,2,RED-PEN-B-I-B-50,0.500,0.000,MIXED/UNKNOWN,REVIEW,HIGH,STORNO_REFERENCE,ron,cms689og901g9rt3571u3fnms,BT.BIT 599,AQUILA PART PROD COM S.A.,2024-02-08,RON,8910.00,66512.26,storno,RED-PEN-B-I-B-50,RED-PEN-B-I-B-<limit>,"{""limit"":""50""}",UNIQUE,RED-PEN-B-I-B-50,930,2024-01-17,23,contract cadru cu diverse servicii de securitate,SERVICII CONFORM CONTRACT CADRU Nr. 279/09.01.2024 | Stornare factura 590/16.01.2024(Avans 8.910 euro+TVA la cursul BNR | SERVICII CONFORM CONTRACT CADRU Nr. 279/09.01.2024 | Stornare factura 590/16.01.2024(Avans 8.910 euro+TVA la cursul BN,,Storno mapped to BT.BIT 590; contract=true; amount=true; gap=23d
accounting:BT.BIT 873,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689q500245rt35e745havv,BT.BIT 873,ART & CRAFT DESIGN SRL,2025-04-30,RON,400.00,1990.96,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1390,2025-04-30,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,Servicii recurente de securitate informatica | conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025 (Aprilie 2025) (400 euro+TVA la cursul BNR) | Servicii recurente de securitate informatica | conform Anexa 1 la Contract,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.BIT 894,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,REVIEW,HIGH,RECURRENT_DATE,ron,cms689q9n025wrt35n7sqrgik,BT.BIT 894,ART & CRAFT DESIGN SRL,2025-05-16,RON,400.00,2041.28,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1391,2025-05-05,11,Contract cadru de prestari servicii nr. 335 din 31.3.2025,Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025 (400 euro+TVA la cursul BNR) | Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari ,,"RECURRENT_DATE; date:11d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.BIT 918,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689qf10280rt35o0u5awxm,BT.BIT 918,ART & CRAFT DESIGN SRL,2025-06-16,RON,400.00,2012.80,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1392,2025-06-16,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025 (400 euro+TVA la cursul BNR) | Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari ,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.BIT 943,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,REVIEW,HIGH,RECURRENT_DATE,ron,cms689qko02a3rt35pqmlkgnj,BT.BIT 943,ART & CRAFT DESIGN SRL,2025-07-02,RON,400.00,2030.88,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1393,2025-07-10,8,Contract cadru de prestari servicii nr. 335 din 31.3.2025,Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025 (400 euro+TVA la cursul BNR) | Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari ,,"RECURRENT_DATE; date:8d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.BIT 971,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689qrp02cfrt35gfg8dqv0,BT.BIT 971,ART & CRAFT DESIGN SRL,2025-08-04,RON,400.00,2030.80,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1394,2025-08-04,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025 (400 euro+TVA la cursul BNR) | Servicii recurente de securitate informatica conform | Anexa 1 la Contractul de prestari ,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 22,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689qy102errt35z36edf26,BT.R.BIT 22,ART & CRAFT DESIGN SRL,2025-09-02,RON,400.00,2029.00,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1395,2025-09-05,3,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400 EUR+TVA la cursul BNR 5.0725 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pres",,"RECURRENT_DATE; date:3d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 49,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689rc302kgrt350jjjrq0q,BT.R.BIT 49,ART & CRAFT DESIGN SRL,2025-10-20,RON,400.00,2035.56,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1396,2025-10-20,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400 EUR+TVA la cursul BNR 5.0889 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pres",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 76,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689r6k02i8rt35inqemdyd,BT.R.BIT 76,ART & CRAFT DESIGN SRL,2025-11-26,RON,400.00,2035.60,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1397,2025-11-26,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400 EUR+TVA la cursul BNR 5.089 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prest",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 103,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689rux02p5rt35vy0zwz5f,BT.R.BIT 103,ART & CRAFT DESIGN SRL,2025-12-23,RON,400.00,2035.24,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1398,2025-12-23,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400 EUR+TVA la cursul BNR 5.0881 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pres",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 130,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689s1402rdrt35vlq5ex4n,BT.R.BIT 130,ART & CRAFT DESIGN SRL,2026-01-20,RON,400.00,2036.84,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1399,2026-01-20,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400 EUR+TVA la cursul BNR 5.0921 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pres",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 158,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689sen02v0rt35lvbsmc04,BT.R.BIT 158,ART & CRAFT DESIGN SRL,2026-02-13,RON,400.00,2037.36,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1400,2026-02-13,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400 EUR+TVA la cursul BNR 5.0934 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pres",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 165,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689slc02x3rt35dikrns0h,BT.R.BIT 165,ART & CRAFT DESIGN SRL,2026-03-20,RON,400.00,2038.36,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1401,2026-03-20,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400.00 EUR+TVA la cursul BNR 5.0959 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de p",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 194,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689t0b0316rt3581nm0471,BT.R.BIT 194,ART & CRAFT DESIGN SRL,2026-04-29,RON,400.00,2037.48,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1402,2026-04-29,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400.00 EUR+TVA la cursul BNR 5.0937 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de p",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 223,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689t9s033qrt35jxdy6f6n,BT.R.BIT 223,ART & CRAFT DESIGN SRL,2026-05-25,RON,400.00,2099.52,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1403,2026-05-25,0,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400.00 EUR+TVA la cursul BNR 5.2488 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de p",,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 252,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689tif036ert35m6tvech0,BT.R.BIT 252,ART & CRAFT DESIGN SRL,2026-06-17,RON,400.00,2092.40,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1404,2026-06-19,2,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400.00 EUR+TVA la cursul BNR 5.231 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de pr",,"RECURRENT_DATE; date:2d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.R.BIT 281,no,BLUE-MDR-C-6,,RECURRENT,16,24,BLUE-MDR-C-6,1.000,0.867,STABLE,REVIEW,HIGH,RECURRENT_DATE,ron,cms689tt40396rt35t95r82kk,BT.R.BIT 281,ART & CRAFT DESIGN SRL,2026-07-18,RON,400.00,2097.16,,BLUE-MDR-C-6,BLUE-MDR-C-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-MDR-C-6,1405,2026-07-05,13,Contract cadru de prestari servicii nr. 335 din 31.3.2025,"SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de prestari servicii nr. 335 din 31.3.2025, 400.00 EUR+TVA la cursul BNR 5.2429 | SERVICII RECURENTE DE SECURITATE INFORMATICA | Conform Anexa 1 la Contractul de p",,"RECURRENT_DATE; date:13d, trend-adjusted-amount:1.000:0.0%, company-profile:100%; company=RECURRENT; dominant=BLUE-MDR-C-6 (100%)"
accounting:BT.BIT 106,no,RED-PEN-S-WB-1,,SMALL,1,1,RED-PEN-S-WB-1,1.000,0.000,MIXED/UNKNOWN,ACCEPT_CANDIDATE,HIGH,CONTRACT,valuta,cms68c22l0032pj381u9yg6lp,BT.BIT 106,ASSET TOKENIZATION SERVICES OU,2021-08-16,EUR,6187.50,30391.76,avans,RED-PEN-S-WB-1,RED-PEN-S-WB-<limit>,"{""limit"":""1""}",UNIQUE,RED-PEN-S-WB-1,30,2021-08-16,0,199/02.08.2021,Services under contract no.199 of 02.08.2021 | Avans 50% din anexa 1 la contract | Services under contract no.199 of 02.08.2021 | Avans 50% din anexa 1 la contract,,"CONTRACT; contract, date:0d, amount:0.0%, milestone:avans; company=SMALL; dominant=RED-PEN-S-WB-1 (100%)"
accounting:B.CYB 3,no,CYBEREDU-DEV-T-1,,SMALL,2,1,CYBEREDU-DEV-T-1,1.000,0.000,MIXED/UNKNOWN,ACCEPT_CANDIDATE,HIGH,CONTRACT,ron,cms68cdmz03bwrt35ook8ypuz,B.CYB 3,ASSIST SOFTWARE SRL,2022-04-05,RON,900.00,4448.79,avans,CYBEREDU-DEV-T-1,CYBEREDU-DEV-T-<limit>,"{""limit"":""1""}",UNIQUE,CYBEREDU-DEV-T-1,186,2022-04-05,0,107/22.03.2022,SERVICII CONFORM CONTRACT NR.107/22.03.2022 | 900 euro+TVA la cursul BNR reprezentand avans | SERVICII CONFORM CONTRACT NR.107/22.03.2022 | 900 euro+TVA la cursul BNR reprezentand avans,,"CONTRACT; contract, date:0d, amount:0.0%, milestone:avans; company=SMALL; dominant=CYBEREDU-DEV-T-1 (100%)"
accounting:B.CYB 9,no,,,SMALL,2,1,CYBEREDU-DEV-T-1,1.000,0.000,MIXED/UNKNOWN,SKIP_NO_MATCH,NONE,NONE,ron,cms68crd700bmpj38yqga6hzk,B.CYB 9,ASSIST SOFTWARE SRL,2023-02-10,RON,900.00,1436.61,storno,,,,EMPTY,,,,,,SERVICII CONFORM CONTRACT NR.107/22.03.2022 | stornare factura B.CYB 3 cu 900 euro+TVA la cursul BNR reprezentand avans | SERVICII CONFORM CONTRACT NR.107/22.03.2022 | stornare factura B.CYB 3 cu 900 euro+TVA la cursul BNR reprezentand avan,,Storno: no sufficiently similar original invoice found.
accounting:BT.BIT 202,no,,,SMALL,3,14,BLUE-IR-OC-6,1.000,0.000,MIXED/UNKNOWN,SKIP_NO_MATCH,NONE,SOURCE_REUSE_ANOMALY,valuta,cms689lvl00h8rt35vfl570xm,BT.BIT 202,ASTORMUELLER AG,2024-08-07,EUR,18920.00,94161.06,,,,,EMPTY,BLUE-IR-OC-6,,,48,,SERVICES AGREEMENT Supplier Onboarding fee (one time) Advance amount accordingly with ANNEX 1 | No. 290/24.04.2024 | SERVICES AGREEMENT | No. 290/24.04.2024 | Supplier Onboarding fee (one time) | Referinta proiect REF-recUMyKze2MqaQpnU-REF ,"[{""line"":1,""service"":""SERVICES AGREEMENT | No. 290/24.04.2024"",""partNumber"":""BLUE-IR-OC-6"",""confidence"":""HIGH"",""trackerRow"":1030},{""line"":2,""service"":""Supplier Onboarding fee (one time) | Referinta proiect  REF-recUMyKze2MqaQpnU-REF"",""partNumber"":""BLUE-IR-OC-6"",""confidence"":""HIGH"",""trackerRow"":1030},{""line"":3,""service"":""Advance amount accordingly with ANNEX 1 | - SPECIFIC CYBER SECURITY SERVICES to FRAMEWORK SERVICE AGREEMENT NO. 396/24.3.2026"",""partNumber"":""BLUE-IR-OC-6"",""confidence"":""HIGH"",""trackerRow"":1031}]",Quarantined: nr_iesire is reused by multiple organization/date/id_iesire headers inside the same source workbook; production lines may be contaminated.
accounting:BT.BIT 235,no,BLUE-IR-OC-6,,SMALL,3,14,BLUE-IR-OC-6,1.000,0.000,MIXED/UNKNOWN,ACCEPT_CANDIDATE,HIGH,CONTRACT,valuta,cms689m3d00k5rt35akbo74iw,BT.BIT 235,ASTORMUELLER AG,2025-05-07,EUR,16920.00,85239.58,,BLUE-IR-OC-6,BLUE-IR-OC-<limit>,"{""limit"":""6""}",UNIQUE,BLUE-IR-OC-6,1042,2025-05-06,1,No. 290/24.04.2024,Recurrent information security services | accordingly with APPENDIX 2 to Cyber Security Services Agreement No. 290/24.04.2024( 12 Monday x1410 euro) | Recurrent information security services | accordingly with APPENDIX 2 to Cyber Security S,,"CONTRACT; contract, date:1d, amount:0.0%, company-profile:100%; company=SMALL; dominant=BLUE-IR-OC-6 (100%)"
accounting:BT.BIT 70,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689kz6005xrt35qgqiphwk,BT.BIT 70,AURACHAIN AG,2020-06-18,EUR,2400.00,11604.00,,,,,EMPTY,,,,,,SERServices under contract no.163 of 16.06.2020 | SERServices under contract no.163 of 16.06.2020,,Organization not found in tracker.
accounting:BT.BIT 74,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689l0a0069rt359ggslsjd,BT.BIT 74,AURACHAIN AG,2020-07-27,EUR,9600.00,46416.00,storno,,,,EMPTY,,,,,,StornoServices under contract no.163 of 16.06.2020 Services under contract no.163 of 16.06.2020 | Invoice 70/18.06.2020 | StornoServices under contract no.163 of 16.06.2020 | Invoice 70/18.06.2020 | Services under contract no.163 of 16.06.2,,Organization not found in tracker.
accounting:BT.BIT 90,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689l56007prt35anmg0l0t,BT.BIT 90,AURACHAIN AG,2021-02-15,EUR,3600.00,17547.48,,,,,EMPTY,,,,,,INFORMATIONA SECURITY SERVICES APPENDIX 3 | Appendix 3-Contract no.163/16.06.2020( advance 3600 euro) | INFORMATIONA SECURITY SERVICES APPENDIX 3 | Appendix 3-Contract no.163/16.06.2020( advance 3600 euro),,Organization not found in tracker.
accounting:BT.BIT 98,no,,,UNMATCHED,,,,,,,SKIP_NO_MATCH,NONE,NONE,valuta,cms689l72008drt35wno93bmm,BT.BIT 98,AURACHAIN AG,2021-05-17,EUR,5400.00,26596.62,storno,,,,EMPTY,,,,,,STORNARE FACT.90/15.02.2020 INFORMATIONA SECURITY SERVICES APPENDIX 3 | STORNARE FACT.90/15.02.2020 | INFORMATIONA SECURITY SERVICES APPENDIX 3 | Appendix 3-Contract no.163/16.06.2020,,Organization not found in tracker.
accounting:BT.BIT 553,no,RED-PEN-S-B-11,,SMALL,3,3,RED-PEN-S-B-11,1.000,0.000,MIXED/UNKNOWN,REVIEW,LOW,PROFILE,ron,cms689o5r01c8rt35oot83nec,BT.BIT 553,BANCA COMERCIALA ROMANA SA,2023-11-02,RON,15664.00,77839.12,,RED-PEN-S-B-11,RED-PEN-S-B-<limit>,"{""limit"":""11""}",UNIQUE,RED-PEN-S-B-11,787,2023-11-02,0,4048766,Pen-tests conform contract 4048766 | Comanda aprovizionare 6000004980 /28.07.2023; Perioada de furnizare 04.05.2023 - 31.10.2023 ( 15.664 euro+TVA la cursul BNR) | Pen-tests conform contract 4048766 | Comanda aprovizionare 6000004980 /28.07,,"PROFILE; date:0d, amount:0.0%; company=SMALL; dominant=RED-PEN-S-B-11 (100%)"
accounting:BT.BIT 567,no,RED-PEN-S-B-11,,SMALL,3,3,RED-PEN-S-B-11,1.000,0.000,MIXED/UNKNOWN,REVIEW,LOW,PROFILE,ron,cms689o8u01djrt35f6fwa8mt,BT.BIT 567,BANCA COMERCIALA ROMANA SA,2023-12-11,RON,5500.00,27322.35,,RED-PEN-S-B-11,RED-PEN-S-B-<limit>,"{""limit"":""11""}",UNIQUE,RED-PEN-S-B-11,788,2023-12-12,1,4048766,Pen-tests conform contract 4048766 Comanda aprovizionare | 6000008141 /22.11.2023; Perioada de furnizare 04.05.2023 - 31.12.2023 ( 5.500 euro+TVA la cursul BNR) | Pen-tests conform contract 4048766 Comanda aprovizionare | 6000008141 /22.11.,,"PROFILE; date:1d, amount:0.0%; company=SMALL; dominant=RED-PEN-S-B-11 (100%)"
accounting:BT.BIT 649,no,RED-PEN-S-B-11,,SMALL,3,3,RED-PEN-S-B-11,1.000,0.000,MIXED/UNKNOWN,REVIEW,LOW,PROFILE,ron,cms689org01knrt35eowyv12i,BT.BIT 649,BANCA COMERCIALA ROMANA SA,2024-06-06,RON,24200.00,120426.46,,RED-PEN-S-B-11,RED-PEN-S-B-<limit>,"{""limit"":""11""}",UNIQUE,RED-PEN-S-B-11,789,2024-06-06,0,PO 6000010413,Pen-tests conform contract 4048766 | Comanda aprovizionare 6000010413/10 din 18.03.2024; Perioada de furnizare 29.03.2024 - 4.6.2024 ( 24.200 euro+TVA la cursul BNR) | Pen-tests conform contract 4048766 | Comanda aprovizionare 6000010413/10,,"PROFILE; date:0d, amount:0.0%; company=SMALL; dominant=RED-PEN-S-B-11 (100%)"
